Collection,Scanner,Ballot id,Contest,Selections
AllBallots,scanner1,bid15351,Aurora2K,Yes
AllBallots,scanner1,bid15352,Aurora2K,Yes
AllBallots,scanner1,bid15353,Aurora2K,No
AllBallots,scanner1,bid15354,Aurora2K,No
AllBallots,scanner1,bid15355,Aurora2K,No
AllBallots,scanner1,bid15356,Aurora2K,Yes
AllBallots,scanner1,bid15357,Aurora2K,Yes
AllBallots,scanner1,bid15358,Aurora2K,No
AllBallots,scanner1,bid15359,Aurora2K,Yes
AllBallots,scanner1,bid15360,Aurora2K,No
AllBallots,scanner1,bid15361,Aurora2K,Yes
AllBallots,scanner1,bid15362,Aurora2K,No
AllBallots,scanner1,bid15363,Aurora2K,No
AllBallots,scanner1,bid15364,Aurora2K,Yes
AllBallots,scanner1,bid15365,Aurora2K,Yes
AllBallots,scanner1,bid15366,Aurora2K,Yes
AllBallots,scanner1,bid15367,Aurora2K,Yes
AllBallots,scanner1,bid15368,Aurora2K,No
AllBallots,scanner1,bid15369,Aurora2K,Yes
AllBallots,scanner1,bid15370,Aurora2K,No
AllBallots,scanner1,bid15371,Aurora2K,Yes
AllBallots,scanner1,bid15372,Aurora2K,No
AllBallots,scanner1,bid15373,Aurora2K,No
AllBallots,scanner1,bid15374,Aurora2K,Yes
AllBallots,scanner1,bid15375,Aurora2K,Yes
AllBallots,scanner1,bid15376,Aurora2K,Yes
AllBallots,scanner1,bid15377,Aurora2K,No
AllBallots,scanner1,bid15378,Aurora2K,Yes
AllBallots,scanner1,bid15379,Aurora2K,Yes
AllBallots,scanner1,bid15380,Aurora2K,Yes
AllBallots,scanner1,bid15381,Aurora2K,Yes
AllBallots,scanner1,bid15382,Aurora2K,Yes
AllBallots,scanner1,bid15383,Aurora2K,Yes
AllBallots,scanner1,bid15384,Aurora2K,Yes
AllBallots,scanner1,bid15385,Aurora2K,No
AllBallots,scanner1,bid15386,Aurora2K,Yes
AllBallots,scanner1,bid15387,Aurora2K,Yes
AllBallots,scanner1,bid15388,Aurora2K,No
AllBallots,scanner1,bid15389,Aurora2K,Yes
AllBallots,scanner1,bid15390,Aurora2K,No
AllBallots,scanner1,bid15391,Aurora2K,Yes
AllBallots,scanner1,bid15392,Aurora2K,No
AllBallots,scanner1,bid15393,Aurora2K,No
AllBallots,scanner1,bid15394,Aurora2K,No
AllBallots,scanner1,bid15395,Aurora2K,Yes
AllBallots,scanner1,bid15396,Aurora2K,No
AllBallots,scanner1,bid15397,Aurora2K,No
AllBallots,scanner1,bid15398,Aurora2K,Yes
AllBallots,scanner1,bid15399,Aurora2K,No
AllBallots,scanner1,bid15400,Aurora2K,Yes
AllBallots,scanner1,bid15401,Aurora2K,Yes
AllBallots,scanner1,bid15402,Aurora2K,Yes
AllBallots,scanner1,bid15403,Aurora2K,Yes
AllBallots,scanner1,bid15404,Aurora2K,Yes
AllBallots,scanner1,bid15405,Aurora2K,No
AllBallots,scanner1,bid15406,Aurora2K,No
AllBallots,scanner1,bid15407,Aurora2K,No
AllBallots,scanner1,bid15408,Aurora2K,No
AllBallots,scanner1,bid15409,Aurora2K,Yes
AllBallots,scanner1,bid15410,Aurora2K,Yes
AllBallots,scanner1,bid15411,Aurora2K,Yes
AllBallots,scanner1,bid15412,Aurora2K,No
AllBallots,scanner1,bid15413,Aurora2K,Yes
AllBallots,scanner1,bid15414,Aurora2K,No
AllBallots,scanner1,bid15415,Aurora2K,No
AllBallots,scanner1,bid15416,Aurora2K,No
AllBallots,scanner1,bid15417,Aurora2K,No
AllBallots,scanner1,bid15418,Aurora2K,Yes
AllBallots,scanner1,bid15419,Aurora2K,Yes
AllBallots,scanner1,bid15420,Aurora2K,No
AllBallots,scanner1,bid15421,Aurora2K,Yes
AllBallots,scanner1,bid15422,Aurora2K,Yes
AllBallots,scanner1,bid15423,Aurora2K,Yes
AllBallots,scanner1,bid15424,Aurora2K,Yes
AllBallots,scanner1,bid15425,Aurora2K,No
AllBallots,scanner1,bid15426,Aurora2K,Yes
AllBallots,scanner1,bid15427,Aurora2K,Yes
AllBallots,scanner1,bid15428,Aurora2K,Yes
AllBallots,scanner1,bid15429,Aurora2K,Yes
AllBallots,scanner1,bid15430,Aurora2K,Yes
AllBallots,scanner1,bid15431,Aurora2K,No
AllBallots,scanner1,bid15432,Aurora2K,Yes
AllBallots,scanner1,bid15433,Aurora2K,Yes
AllBallots,scanner1,bid15434,Aurora2K,Yes
AllBallots,scanner1,bid15435,Aurora2K,Yes
AllBallots,scanner1,bid15436,Aurora2K,Yes
AllBallots,scanner1,bid15437,Aurora2K,Yes
AllBallots,scanner1,bid15438,Aurora2K,No
AllBallots,scanner1,bid15439,Aurora2K,No
AllBallots,scanner1,bid15440,Aurora2K,Yes
AllBallots,scanner1,bid15441,Aurora2K,No
AllBallots,scanner1,bid15442,Aurora2K,Yes
AllBallots,scanner1,bid15443,Aurora2K,Yes
AllBallots,scanner1,bid15444,Aurora2K,No
AllBallots,scanner1,bid15445,Aurora2K,Yes
AllBallots,scanner1,bid15446,Aurora2K,No
AllBallots,scanner1,bid15447,Aurora2K,Yes
AllBallots,scanner1,bid15448,Aurora2K,No
AllBallots,scanner1,bid15449,Aurora2K,No
AllBallots,scanner1,bid15450,Aurora2K,Yes
AllBallots,scanner1,bid15451,Aurora2K,Yes
AllBallots,scanner1,bid15452,Aurora2K,No
AllBallots,scanner1,bid15453,Aurora2K,Yes
AllBallots,scanner1,bid15454,Aurora2K,Yes
AllBallots,scanner1,bid15455,Aurora2K,Yes
AllBallots,scanner1,bid15456,Aurora2K,No
AllBallots,scanner1,bid15457,Aurora2K,No
AllBallots,scanner1,bid15458,Aurora2K,No
AllBallots,scanner1,bid15459,Aurora2K,No
AllBallots,scanner1,bid15460,Aurora2K,Yes
AllBallots,scanner1,bid15461,Aurora2K,Yes
AllBallots,scanner1,bid15462,Aurora2K,No
AllBallots,scanner1,bid15463,Aurora2K,Yes
AllBallots,scanner1,bid15464,Aurora2K,Yes
AllBallots,scanner1,bid15465,Aurora2K,Yes
AllBallots,scanner1,bid15466,Aurora2K,Yes
AllBallots,scanner1,bid15467,Aurora2K,No
AllBallots,scanner1,bid15468,Aurora2K,No
AllBallots,scanner1,bid15469,Aurora2K,Yes
AllBallots,scanner1,bid15470,Aurora2K,Yes
AllBallots,scanner1,bid15471,Aurora2K,No
AllBallots,scanner1,bid15472,Aurora2K,Yes
AllBallots,scanner1,bid15473,Aurora2K,Yes
AllBallots,scanner1,bid15474,Aurora2K,No
AllBallots,scanner1,bid15475,Aurora2K,Yes
AllBallots,scanner1,bid15476,Aurora2K,Yes
AllBallots,scanner1,bid15477,Aurora2K,Yes
AllBallots,scanner1,bid15478,Aurora2K,Yes
AllBallots,scanner1,bid15479,Aurora2K,Yes
AllBallots,scanner1,bid15480,Aurora2K,No
AllBallots,scanner1,bid15481,Aurora2K,Yes
AllBallots,scanner1,bid15482,Aurora2K,Yes
AllBallots,scanner1,bid15483,Aurora2K,No
AllBallots,scanner1,bid15484,Aurora2K,No
AllBallots,scanner1,bid15485,Aurora2K,Yes
AllBallots,scanner1,bid15486,Aurora2K,Yes
AllBallots,scanner1,bid15487,Aurora2K,No
AllBallots,scanner1,bid15488,Aurora2K,Yes
AllBallots,scanner1,bid15489,Aurora2K,Yes
AllBallots,scanner1,bid15490,Aurora2K,No
AllBallots,scanner1,bid15491,Aurora2K,Yes
AllBallots,scanner1,bid15492,Aurora2K,No
AllBallots,scanner1,bid15493,Aurora2K,Yes
AllBallots,scanner1,bid15494,Aurora2K,Yes
AllBallots,scanner1,bid15495,Aurora2K,Yes
AllBallots,scanner1,bid15496,Aurora2K,Yes
AllBallots,scanner1,bid15497,Aurora2K,No
AllBallots,scanner1,bid15498,Aurora2K,Yes
AllBallots,scanner1,bid15499,Aurora2K,No
AllBallots,scanner1,bid15500,Aurora2K,No
AllBallots,scanner1,bid15501,Aurora2K,No
AllBallots,scanner1,bid15502,Aurora2K,Yes
AllBallots,scanner1,bid15503,Aurora2K,No
AllBallots,scanner1,bid15504,Aurora2K,Yes
AllBallots,scanner1,bid15505,Aurora2K,No
AllBallots,scanner1,bid15506,Aurora2K,Yes
AllBallots,scanner1,bid15507,Aurora2K,No
AllBallots,scanner1,bid15508,Aurora2K,No
AllBallots,scanner1,bid15509,Aurora2K,Yes
AllBallots,scanner1,bid15510,Aurora2K,Yes
AllBallots,scanner1,bid15511,Aurora2K,Yes
AllBallots,scanner1,bid15512,Aurora2K,No
AllBallots,scanner1,bid15513,Aurora2K,Yes
AllBallots,scanner1,bid15514,Aurora2K,No
AllBallots,scanner1,bid15515,Aurora2K,No
AllBallots,scanner1,bid15516,Aurora2K,No
AllBallots,scanner1,bid15517,Aurora2K,No
AllBallots,scanner1,bid15518,Aurora2K,No
AllBallots,scanner1,bid15519,Aurora2K,Yes
AllBallots,scanner1,bid15520,Aurora2K,Yes
AllBallots,scanner1,bid15521,Aurora2K,Yes
AllBallots,scanner1,bid15522,Aurora2K,No
AllBallots,scanner1,bid15523,Aurora2K,Yes
AllBallots,scanner1,bid15524,Aurora2K,Yes
AllBallots,scanner1,bid15525,Aurora2K,No
AllBallots,scanner1,bid15526,Aurora2K,Yes
AllBallots,scanner1,bid15527,Aurora2K,No
AllBallots,scanner1,bid15528,Aurora2K,Yes
AllBallots,scanner1,bid15529,Aurora2K,Yes
AllBallots,scanner1,bid15530,Aurora2K,No
AllBallots,scanner1,bid15531,Aurora2K,Yes
AllBallots,scanner1,bid15532,Aurora2K,Yes
AllBallots,scanner1,bid15533,Aurora2K,Yes
AllBallots,scanner1,bid15534,Aurora2K,No
AllBallots,scanner1,bid15535,Aurora2K,Yes
AllBallots,scanner1,bid15536,Aurora2K,Yes
AllBallots,scanner1,bid15537,Aurora2K,No
AllBallots,scanner1,bid15538,Aurora2K,Yes
AllBallots,scanner1,bid15539,Aurora2K,No
AllBallots,scanner1,bid15540,Aurora2K,No
AllBallots,scanner1,bid15541,Aurora2K,Yes
AllBallots,scanner1,bid15542,Aurora2K,Yes
AllBallots,scanner1,bid15543,Aurora2K,Yes
AllBallots,scanner1,bid15544,Aurora2K,No
AllBallots,scanner1,bid15545,Aurora2K,No
AllBallots,scanner1,bid15546,Aurora2K,Yes
AllBallots,scanner1,bid15547,Aurora2K,No
AllBallots,scanner1,bid15548,Aurora2K,No
AllBallots,scanner1,bid15549,Aurora2K,No
AllBallots,scanner1,bid15550,Aurora2K,Yes
AllBallots,scanner1,bid15551,Aurora2K,Yes
AllBallots,scanner1,bid15552,Aurora2K,Yes
AllBallots,scanner1,bid15553,Aurora2K,Yes
AllBallots,scanner1,bid15554,Aurora2K,Yes
AllBallots,scanner1,bid15555,Aurora2K,Yes
AllBallots,scanner1,bid15556,Aurora2K,No
AllBallots,scanner1,bid15557,Aurora2K,No
AllBallots,scanner1,bid15558,Aurora2K,No
AllBallots,scanner1,bid15559,Aurora2K,No
AllBallots,scanner1,bid15560,Aurora2K,No
AllBallots,scanner1,bid15561,Aurora2K,No
AllBallots,scanner1,bid15562,Aurora2K,Yes
AllBallots,scanner1,bid15563,Aurora2K,No
AllBallots,scanner1,bid15564,Aurora2K,No
AllBallots,scanner1,bid15565,Aurora2K,No
AllBallots,scanner1,bid15566,Aurora2K,Yes
AllBallots,scanner1,bid15567,Aurora2K,Yes
AllBallots,scanner1,bid15568,Aurora2K,Yes
AllBallots,scanner1,bid15569,Aurora2K,No
AllBallots,scanner1,bid15570,Aurora2K,Yes
AllBallots,scanner1,bid15571,Aurora2K,Yes
AllBallots,scanner1,bid15572,Aurora2K,Yes
AllBallots,scanner1,bid15573,Aurora2K,Yes
AllBallots,scanner1,bid15574,Aurora2K,Yes
AllBallots,scanner1,bid15575,Aurora2K,Yes
AllBallots,scanner1,bid15576,Aurora2K,Yes
AllBallots,scanner1,bid15577,Aurora2K,Yes
AllBallots,scanner1,bid15578,Aurora2K,Yes
AllBallots,scanner1,bid15579,Aurora2K,No
AllBallots,scanner1,bid15580,Aurora2K,No
AllBallots,scanner1,bid15581,Aurora2K,No
AllBallots,scanner1,bid15582,Aurora2K,No
AllBallots,scanner1,bid15583,Aurora2K,No
AllBallots,scanner1,bid15584,Aurora2K,Yes
AllBallots,scanner1,bid15585,Aurora2K,No
AllBallots,scanner1,bid15586,Aurora2K,No
AllBallots,scanner1,bid15587,Aurora2K,Yes
AllBallots,scanner1,bid15588,Aurora2K,No
AllBallots,scanner1,bid15589,Aurora2K,No
AllBallots,scanner1,bid15590,Aurora2K,Yes
AllBallots,scanner1,bid15591,Aurora2K,Yes
AllBallots,scanner1,bid15592,Aurora2K,Yes
AllBallots,scanner1,bid15593,Aurora2K,No
AllBallots,scanner1,bid15594,Aurora2K,No
AllBallots,scanner1,bid15595,Aurora2K,Yes
AllBallots,scanner1,bid15596,Aurora2K,Yes
AllBallots,scanner1,bid15597,Aurora2K,No
AllBallots,scanner1,bid15598,Aurora2K,Yes
AllBallots,scanner1,bid15599,Aurora2K,Yes
AllBallots,scanner1,bid15600,Aurora2K,No
AllBallots,scanner1,bid15601,Aurora2K,No
AllBallots,scanner1,bid15602,Aurora2K,No
AllBallots,scanner1,bid15603,Aurora2K,Yes
AllBallots,scanner1,bid15604,Aurora2K,Yes
AllBallots,scanner1,bid15605,Aurora2K,No
AllBallots,scanner1,bid15606,Aurora2K,No
AllBallots,scanner1,bid15607,Aurora2K,No
AllBallots,scanner1,bid15608,Aurora2K,No
AllBallots,scanner1,bid15609,Aurora2K,No
AllBallots,scanner1,bid15610,Aurora2K,Yes
AllBallots,scanner1,bid15611,Aurora2K,No
AllBallots,scanner1,bid15612,Aurora2K,No
AllBallots,scanner1,bid15613,Aurora2K,Yes
AllBallots,scanner1,bid15614,Aurora2K,Yes
AllBallots,scanner1,bid15615,Aurora2K,Yes
AllBallots,scanner1,bid15616,Aurora2K,No
AllBallots,scanner1,bid15617,Aurora2K,Yes
AllBallots,scanner1,bid15618,Aurora2K,No
AllBallots,scanner1,bid15619,Aurora2K,No
AllBallots,scanner1,bid15620,Aurora2K,No
AllBallots,scanner1,bid15621,Aurora2K,No
AllBallots,scanner1,bid15622,Aurora2K,No
AllBallots,scanner1,bid15623,Aurora2K,Yes
AllBallots,scanner1,bid15624,Aurora2K,Yes
AllBallots,scanner1,bid15625,Aurora2K,No
AllBallots,scanner1,bid15626,Aurora2K,Yes
AllBallots,scanner1,bid15627,Aurora2K,Yes
AllBallots,scanner1,bid15628,Aurora2K,Yes
AllBallots,scanner1,bid15629,Aurora2K,Yes
AllBallots,scanner1,bid15630,Aurora2K,No
AllBallots,scanner1,bid15631,Aurora2K,Yes
AllBallots,scanner1,bid15632,Aurora2K,No
AllBallots,scanner1,bid15633,Aurora2K,No
AllBallots,scanner1,bid15634,Aurora2K,No
AllBallots,scanner1,bid15635,Aurora2K,Yes
AllBallots,scanner1,bid15636,Aurora2K,No
AllBallots,scanner1,bid15637,Aurora2K,No
AllBallots,scanner1,bid15638,Aurora2K,Yes
AllBallots,scanner1,bid15639,Aurora2K,Yes
AllBallots,scanner1,bid15640,Aurora2K,No
AllBallots,scanner1,bid15641,Aurora2K,No
AllBallots,scanner1,bid15642,Aurora2K,No
AllBallots,scanner1,bid15643,Aurora2K,No
AllBallots,scanner1,bid15644,Aurora2K,No
AllBallots,scanner1,bid15645,Aurora2K,Yes
AllBallots,scanner1,bid15646,Aurora2K,Yes
AllBallots,scanner1,bid15647,Aurora2K,No
AllBallots,scanner1,bid15648,Aurora2K,Yes
AllBallots,scanner1,bid15649,Aurora2K,Yes
AllBallots,scanner1,bid15650,Aurora2K,No
AllBallots,scanner1,bid15651,Aurora2K,Yes
AllBallots,scanner1,bid15652,Aurora2K,Yes
AllBallots,scanner1,bid15653,Aurora2K,No
AllBallots,scanner1,bid15654,Aurora2K,No
AllBallots,scanner1,bid15655,Aurora2K,No
AllBallots,scanner1,bid15656,Aurora2K,Yes
AllBallots,scanner1,bid15657,Aurora2K,No
AllBallots,scanner1,bid15658,Aurora2K,Yes
AllBallots,scanner1,bid15659,Aurora2K,Yes
AllBallots,scanner1,bid15660,Aurora2K,Yes
AllBallots,scanner1,bid15661,Aurora2K,Yes
AllBallots,scanner1,bid15662,Aurora2K,No
AllBallots,scanner1,bid15663,Aurora2K,No
AllBallots,scanner1,bid15664,Aurora2K,Yes
AllBallots,scanner1,bid15665,Aurora2K,No
AllBallots,scanner1,bid15666,Aurora2K,No
AllBallots,scanner1,bid15667,Aurora2K,Yes
AllBallots,scanner1,bid15668,Aurora2K,Yes
AllBallots,scanner1,bid15669,Aurora2K,Yes
AllBallots,scanner1,bid15670,Aurora2K,Yes
AllBallots,scanner1,bid15671,Aurora2K,No
AllBallots,scanner1,bid15672,Aurora2K,No
AllBallots,scanner1,bid15673,Aurora2K,Yes
AllBallots,scanner1,bid15674,Aurora2K,No
AllBallots,scanner1,bid15675,Aurora2K,Yes
AllBallots,scanner1,bid15676,Aurora2K,Yes
AllBallots,scanner1,bid15677,Aurora2K,Yes
AllBallots,scanner1,bid15678,Aurora2K,Yes
AllBallots,scanner1,bid15679,Aurora2K,No
AllBallots,scanner1,bid15680,Aurora2K,No
AllBallots,scanner1,bid15681,Aurora2K,No
AllBallots,scanner1,bid15682,Aurora2K,Yes
AllBallots,scanner1,bid15683,Aurora2K,Yes
AllBallots,scanner1,bid15684,Aurora2K,No
AllBallots,scanner1,bid15685,Aurora2K,Yes
AllBallots,scanner1,bid15686,Aurora2K,Yes
AllBallots,scanner1,bid15687,Aurora2K,Yes
AllBallots,scanner1,bid15688,Aurora2K,No
AllBallots,scanner1,bid15689,Aurora2K,Yes
AllBallots,scanner1,bid15690,Aurora2K,Yes
AllBallots,scanner1,bid15691,Aurora2K,Yes
AllBallots,scanner1,bid15692,Aurora2K,Yes
AllBallots,scanner1,bid15693,Aurora2K,No
AllBallots,scanner1,bid15694,Aurora2K,Yes
AllBallots,scanner1,bid15695,Aurora2K,No
AllBallots,scanner1,bid15696,Aurora2K,No
AllBallots,scanner1,bid15697,Aurora2K,No
AllBallots,scanner1,bid15698,Aurora2K,Yes
AllBallots,scanner1,bid15699,Aurora2K,Yes
AllBallots,scanner1,bid15700,Aurora2K,No
AllBallots,scanner1,bid15701,Aurora2K,No
AllBallots,scanner1,bid15702,Aurora2K,No
AllBallots,scanner1,bid15703,Aurora2K,Yes
AllBallots,scanner1,bid15704,Aurora2K,No
AllBallots,scanner1,bid15705,Aurora2K,No
AllBallots,scanner1,bid15706,Aurora2K,Yes
AllBallots,scanner1,bid15707,Aurora2K,Yes
AllBallots,scanner1,bid15708,Aurora2K,No
AllBallots,scanner1,bid15709,Aurora2K,Yes
AllBallots,scanner1,bid15710,Aurora2K,No
AllBallots,scanner1,bid15711,Aurora2K,Yes
AllBallots,scanner1,bid15712,Aurora2K,Yes
AllBallots,scanner1,bid15713,Aurora2K,No
AllBallots,scanner1,bid15714,Aurora2K,No
AllBallots,scanner1,bid15715,Aurora2K,Yes
AllBallots,scanner1,bid15716,Aurora2K,No
AllBallots,scanner1,bid15717,Aurora2K,No
AllBallots,scanner1,bid15718,Aurora2K,Yes
AllBallots,scanner1,bid15719,Aurora2K,No
AllBallots,scanner1,bid15720,Aurora2K,No
AllBallots,scanner1,bid15721,Aurora2K,Yes
AllBallots,scanner1,bid15722,Aurora2K,No
AllBallots,scanner1,bid15723,Aurora2K,No
AllBallots,scanner1,bid15724,Aurora2K,No
AllBallots,scanner1,bid15725,Aurora2K,Yes
AllBallots,scanner1,bid15726,Aurora2K,Yes
AllBallots,scanner1,bid15727,Aurora2K,No
AllBallots,scanner1,bid15728,Aurora2K,Yes
AllBallots,scanner1,bid15729,Aurora2K,Yes
AllBallots,scanner1,bid15730,Aurora2K,Yes
AllBallots,scanner1,bid15731,Aurora2K,No
AllBallots,scanner1,bid15732,Aurora2K,No
AllBallots,scanner1,bid15733,Aurora2K,No
AllBallots,scanner1,bid15734,Aurora2K,No
AllBallots,scanner1,bid15735,Aurora2K,No
AllBallots,scanner1,bid15736,Aurora2K,No
AllBallots,scanner1,bid15737,Aurora2K,Yes
AllBallots,scanner1,bid15738,Aurora2K,Yes
AllBallots,scanner1,bid15739,Aurora2K,Yes
AllBallots,scanner1,bid15740,Aurora2K,Yes
AllBallots,scanner1,bid15741,Aurora2K,Yes
AllBallots,scanner1,bid15742,Aurora2K,Yes
AllBallots,scanner1,bid15743,Aurora2K,No
AllBallots,scanner1,bid15744,Aurora2K,Yes
AllBallots,scanner1,bid15745,Aurora2K,No
AllBallots,scanner1,bid15746,Aurora2K,No
AllBallots,scanner1,bid15747,Aurora2K,Yes
AllBallots,scanner1,bid15748,Aurora2K,Yes
AllBallots,scanner1,bid15749,Aurora2K,No
AllBallots,scanner1,bid15750,Aurora2K,Yes
AllBallots,scanner1,bid15751,Aurora2K,No
AllBallots,scanner1,bid15752,Aurora2K,Yes
AllBallots,scanner1,bid15753,Aurora2K,No
AllBallots,scanner1,bid15754,Aurora2K,No
AllBallots,scanner1,bid15755,Aurora2K,No
AllBallots,scanner1,bid15756,Aurora2K,No
AllBallots,scanner1,bid15757,Aurora2K,Yes
AllBallots,scanner1,bid15758,Aurora2K,Yes
AllBallots,scanner1,bid15759,Aurora2K,No
AllBallots,scanner1,bid15760,Aurora2K,Yes
AllBallots,scanner1,bid15761,Aurora2K,Yes
AllBallots,scanner1,bid15762,Aurora2K,Yes
AllBallots,scanner1,bid15763,Aurora2K,Yes
AllBallots,scanner1,bid15764,Aurora2K,Yes
AllBallots,scanner1,bid15765,Aurora2K,No
AllBallots,scanner1,bid15766,Aurora2K,No
AllBallots,scanner1,bid15767,Aurora2K,No
AllBallots,scanner1,bid15768,Aurora2K,Yes
AllBallots,scanner1,bid15769,Aurora2K,No
AllBallots,scanner1,bid15770,Aurora2K,No
AllBallots,scanner1,bid15771,Aurora2K,No
AllBallots,scanner1,bid15772,Aurora2K,Yes
AllBallots,scanner1,bid15773,Aurora2K,No
AllBallots,scanner1,bid15774,Aurora2K,No
AllBallots,scanner1,bid15775,Aurora2K,Yes
AllBallots,scanner1,bid15776,Aurora2K,Yes
AllBallots,scanner1,bid15777,Aurora2K,Yes
AllBallots,scanner1,bid15778,Aurora2K,No
AllBallots,scanner1,bid15779,Aurora2K,No
AllBallots,scanner1,bid15780,Aurora2K,Yes
AllBallots,scanner1,bid15781,Aurora2K,Yes
AllBallots,scanner1,bid15782,Aurora2K,Yes
AllBallots,scanner1,bid15783,Aurora2K,No
AllBallots,scanner1,bid15784,Aurora2K,Yes
AllBallots,scanner1,bid15785,Aurora2K,No
AllBallots,scanner1,bid15786,Aurora2K,No
AllBallots,scanner1,bid15787,Aurora2K,No
AllBallots,scanner1,bid15788,Aurora2K,No
AllBallots,scanner1,bid15789,Aurora2K,No
AllBallots,scanner1,bid15790,Aurora2K,No
AllBallots,scanner1,bid15791,Aurora2K,Yes
AllBallots,scanner1,bid15792,Aurora2K,No
AllBallots,scanner1,bid15793,Aurora2K,Yes
AllBallots,scanner1,bid15794,Aurora2K,Yes
AllBallots,scanner1,bid15795,Aurora2K,Yes
AllBallots,scanner1,bid15796,Aurora2K,Yes
AllBallots,scanner1,bid15797,Aurora2K,No
AllBallots,scanner1,bid15798,Aurora2K,Yes
AllBallots,scanner1,bid15799,Aurora2K,No
AllBallots,scanner1,bid15800,Aurora2K,No
AllBallots,scanner1,bid15801,Aurora2K,Yes
AllBallots,scanner1,bid15802,Aurora2K,No
AllBallots,scanner1,bid15803,Aurora2K,Yes
AllBallots,scanner1,bid15804,Aurora2K,No
AllBallots,scanner1,bid15805,Aurora2K,Yes
AllBallots,scanner1,bid15806,Aurora2K,Yes
AllBallots,scanner1,bid15807,Aurora2K,Yes
AllBallots,scanner1,bid15808,Aurora2K,No
AllBallots,scanner1,bid15809,Aurora2K,No
AllBallots,scanner1,bid15810,Aurora2K,Yes
AllBallots,scanner1,bid15811,Aurora2K,Yes
AllBallots,scanner1,bid15812,Aurora2K,Yes
AllBallots,scanner1,bid15813,Aurora2K,No
AllBallots,scanner1,bid15814,Aurora2K,Yes
AllBallots,scanner1,bid15815,Aurora2K,No
AllBallots,scanner1,bid15816,Aurora2K,Yes
AllBallots,scanner1,bid15817,Aurora2K,Yes
AllBallots,scanner1,bid15818,Aurora2K,Yes
AllBallots,scanner1,bid15819,Aurora2K,No
AllBallots,scanner1,bid15820,Aurora2K,No
AllBallots,scanner1,bid15821,Aurora2K,Yes
AllBallots,scanner1,bid15822,Aurora2K,No
AllBallots,scanner1,bid15823,Aurora2K,No
AllBallots,scanner1,bid15824,Aurora2K,Yes
AllBallots,scanner1,bid15825,Aurora2K,Yes
AllBallots,scanner1,bid15826,Aurora2K,No
AllBallots,scanner1,bid15827,Aurora2K,Yes
AllBallots,scanner1,bid15828,Aurora2K,No
AllBallots,scanner1,bid15829,Aurora2K,No
AllBallots,scanner1,bid15830,Aurora2K,No
AllBallots,scanner1,bid15831,Aurora2K,Yes
AllBallots,scanner1,bid15832,Aurora2K,Yes
AllBallots,scanner1,bid15833,Aurora2K,No
AllBallots,scanner1,bid15834,Aurora2K,No
AllBallots,scanner1,bid15835,Aurora2K,No
AllBallots,scanner1,bid15836,Aurora2K,No
AllBallots,scanner1,bid15837,Aurora2K,Yes
AllBallots,scanner1,bid15838,Aurora2K,No
AllBallots,scanner1,bid15839,Aurora2K,Yes
AllBallots,scanner1,bid15840,Aurora2K,Yes
AllBallots,scanner1,bid15841,Aurora2K,No
AllBallots,scanner1,bid15842,Aurora2K,No
AllBallots,scanner1,bid15843,Aurora2K,No
AllBallots,scanner1,bid15844,Aurora2K,Yes
AllBallots,scanner1,bid15845,Aurora2K,No
AllBallots,scanner1,bid15846,Aurora2K,No
AllBallots,scanner1,bid15847,Aurora2K,No
AllBallots,scanner1,bid15848,Aurora2K,Yes
AllBallots,scanner1,bid15849,Aurora2K,No
AllBallots,scanner1,bid15850,Aurora2K,Yes
AllBallots,scanner1,bid15851,Aurora2K,Yes
AllBallots,scanner1,bid15852,Aurora2K,No
AllBallots,scanner1,bid15853,Aurora2K,No
AllBallots,scanner1,bid15854,Aurora2K,No
AllBallots,scanner1,bid15855,Aurora2K,No
AllBallots,scanner1,bid15856,Aurora2K,Yes
AllBallots,scanner1,bid15857,Aurora2K,Yes
AllBallots,scanner1,bid15858,Aurora2K,Yes
AllBallots,scanner1,bid15859,Aurora2K,No
AllBallots,scanner1,bid15860,Aurora2K,No
AllBallots,scanner1,bid15861,Aurora2K,Yes
AllBallots,scanner1,bid15862,Aurora2K,Yes
AllBallots,scanner1,bid15863,Aurora2K,No
AllBallots,scanner1,bid15864,Aurora2K,Yes
AllBallots,scanner1,bid15865,Aurora2K,Yes
AllBallots,scanner1,bid15866,Aurora2K,Yes
AllBallots,scanner1,bid15867,Aurora2K,No
AllBallots,scanner1,bid15868,Aurora2K,No
AllBallots,scanner1,bid15869,Aurora2K,No
AllBallots,scanner1,bid15870,Aurora2K,Yes
AllBallots,scanner1,bid15871,Aurora2K,No
AllBallots,scanner1,bid15872,Aurora2K,Yes
AllBallots,scanner1,bid15873,Aurora2K,Yes
AllBallots,scanner1,bid15874,Aurora2K,Yes
AllBallots,scanner1,bid15875,Aurora2K,Yes
AllBallots,scanner1,bid15876,Aurora2K,No
AllBallots,scanner1,bid15877,Aurora2K,No
AllBallots,scanner1,bid15878,Aurora2K,No
AllBallots,scanner1,bid15879,Aurora2K,Yes
AllBallots,scanner1,bid15880,Aurora2K,No
AllBallots,scanner1,bid15881,Aurora2K,No
AllBallots,scanner1,bid15882,Aurora2K,No
AllBallots,scanner1,bid15883,Aurora2K,No
AllBallots,scanner1,bid15884,Aurora2K,Yes
AllBallots,scanner1,bid15885,Aurora2K,No
AllBallots,scanner1,bid15886,Aurora2K,No
